"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'FOB (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,56750,2009160
BD,BANGLADESH,16500,500748,900500,37444541
BR,BRAZIL,110000,6438060,785000,42933275
KH,CAMBODIA,3100,447232,465750,21338172
CN,CHINA,1927808,26912167,14490597,221387129
CO,COLOMBIA,100,34418,100,34418
ET,ETHIOPIA,31675,1033519,31675,1033519
FJ,FIJI,0,0,32000,1227947
DE,GERMANY,0,0,3000,493760
GH,GHANA,0,0,68000,3434502
HK,HONG KONG,450,45633,49853,2206919
IN,INDIA,1056735,50019763,6459905,320812879
ID,INDONESIA,30245,1695813,8744511,386582975
IT,ITALY,10,877,10,877
JP,JAPAN,12623,2286413,1028116,50325339
KE,KENYA,0,0,43450,721975
KR,"KOREA,REPUBLIC OF",1775,18665,296538,4099678
LA,LAO PDR,35550,2049130,272900,19433238
MY,MALAYSIA,124006,6298574,669383,33248881
MX,MEXICO,24000,1010267,156900,8491184
MM,MYANMAR,255875,12355613,5460365,247564631
NZ,NEW ZEALAND,0,0,15000,769664
NG,NIGERIA,0,0,17000,752828
PK,PAKISTAN,6350,577362,139025,6710596
PH,PHILIPPINES,19288,1816357,1628844,72511078
PT,PORTUGAL,0,0,51000,2083886
QA,QATAR,0,0,102000,4689954
SG,SINGAPORE,0,0,93618,4350613
SI,SLOVENIA,0,0,185130,8539996
ZA,SOUTH AFRICA,0,0,202000,11262840
LK,SRI LANKA,0,0,57075,4156605
TW,"TAIWAN, PROVINCE OF CHINA",15000,1393568,90880,8186927
TR,TÜRKIYE,0,0,35800,2233483
AE,UNITED ARAB EMIRATES,0,0,32375,1050904
GB,UNITED KINGDOM,0,0,149106,8159973
US,UNITED STATES,0,0,16541,1872147
VN,VIETNAM,191675,11099062,4035825,178127060
SUM,SUM,3862765,126033241,46866522,1720283553
