"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2015', 'Quantity')","('Dec 2015', 'FOB (Baht)')","('Jan - Dec 2015', 'Quantity')","('Jan - Dec 2015', 'FOB (Baht)')"
CN,CHINA,0,0,1400,45306
DE,GERMANY,0,0,515,18615
HK,HONG KONG,486,27746,6022,577444
IN,INDIA,0,0,398000,10180940
ID,INDONESIA,0,0,9450,643750
JP,JAPAN,0,0,1000,67557
KR,"KOREA,REPUBLIC OF",0,0,0,32
MY,MALAYSIA,0,0,0,162
MM,MYANMAR,0,0,2000,126000
PH,PHILIPPINES,18000,1020836,18605,1061921
SG,SINGAPORE,371,51155,452,61161
CH,SWITZERLAND,0,0,75,2727
AE,UNITED ARAB EMIRATES,0,0,40,643
VN,VIETNAM,350,22450,2850,182326
SUM,SUM,19207,1122187,440409,12968584
