"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'FOB (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'FOB (Baht)')"
AU,AUSTRALIA,406430,23675342,4693890,258834009
BD,BANGLADESH,260000,13819876,1322500,66692637
BE,BELGIUM,121500,10126010,1179000,76581529
KH,CAMBODIA,0,0,34300,2236754
CN,CHINA,39199320,3101319304,344188457,23406968364
FJ,FIJI,0,0,70000,3536195
FR,FRANCE,0,0,99000,5194639
HK,HONG KONG,21900,2615239,181300,18507373
IN,INDIA,3038100,206691174,18351160,1244684773
ID,INDONESIA,4752320,236885108,49532805,2527259763
IR,IRAN (ISLAMIC REPUBLIC OF),49500,3066401,198000,11769396
JP,JAPAN,6817500,416665558,52128975,2978233369
KZ,KAZAKHSTAN,0,0,79000,4155264
KR,"KOREA,REPUBLIC OF",662600,68731867,4701300,389911342
MY,MALAYSIA,325900,22140404,8568295,451473504
MM,MYANMAR,300000,14304625,1864450,87396672
NZ,NEW ZEALAND,240180,15116289,2085230,117077740
PK,PAKISTAN,57850,4647519,618150,38584197
PH,PHILIPPINES,1093750,53208286,8580675,422399537
PT,PORTUGAL,0,0,492000,25973162
RE,REUNION,2500,135475,4500,234755
RU,RUSSIAN FEDERATION,65000,3468695,496000,26267860
SG,SINGAPORE,378000,33210858,1668125,133527750
ZA,SOUTH AFRICA,0,0,33000,1527578
ES,SPAIN,0,0,50,2201
LK,SRI LANKA,0,0,351000,17438381
TW,"TAIWAN, PROVINCE OF CHINA",597400,35045524,5835100,326644887
TR,TÜRKIYE,0,0,1017500,44748772
AE,UNITED ARAB EMIRATES,0,0,1000,48897
US,UNITED STATES,105950,14790570,301609,30083264
VN,VIETNAM,1123950,104267716,11912240,781768860
SUM,SUM,59619650,4383931840,520588611,33499763424
