"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'FOB (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,18000,1363184
CN,CHINA,0,0,7760,651231
ET,ETHIOPIA,0,0,32000,884457
HK,HONG KONG,0,0,2060,124562
IN,INDIA,0,0,59900,3186211
ID,INDONESIA,780,63934,940,106798
JP,JAPAN,0,0,20409,1692336
KR,"KOREA,REPUBLIC OF",0,0,20260,1226914
MY,MALAYSIA,0,0,40,11520
NZ,NEW ZEALAND,0,0,750,93239
PH,PHILIPPINES,4400,303620,178750,7510138
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24000,611609
US,UNITED STATES,0,0,0,31
VN,VIETNAM,0,0,500,33609
SUM,SUM,5180,367554,365369,17495839
