"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'FOB (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'FOB (Baht)')"
CN,CHINA,30713,1093629,71788,5762680
HK,HONG KONG,0,0,7400,381700
IN,INDIA,0,0,1500,207155
ID,INDONESIA,52000,7052621,132300,17973963
JP,JAPAN,0,0,200,13257
KR,"KOREA,REPUBLIC OF",28000,2965665,112000,12093748
LA,LAO PDR,15000,555000,94220,3772194
MX,MEXICO,0,0,25,4642
PK,PAKISTAN,23600,2012977,91525,7610543
PH,PHILIPPINES,24575,1346270,112225,6014847
US,UNITED STATES,0,0,5500,284698
VN,VIETNAM,56000,2820424,214375,10726564
SUM,SUM,229888,17846586,843058,64845991
