"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'FOB (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'FOB (Baht)')"
AO,ANGOLA,70000,2045090,420000,11092734
AU,AUSTRALIA,879750,25437705,7766750,232214198
BH,BAHRAIN,0,0,49500,1404459
BD,BANGLADESH,517000,14729836,3166000,89968251
BR,BRAZIL,0,0,750,30642
BN,BRUNEI DARUSSALAM,0,0,2000,60684
KH,CAMBODIA,569050,21198850,6698075,213743363
CA,CANADA,164000,5497942,1198275,40167400
CL,CHILE,25,155,25,155
CN,CHINA,17404265,516103261,172213450,4630567147
CG,CONGO,52500,1494190,315000,8359058
CD,"CONGO, THE DEMOCRATIC REPUBLIC OF THE",2000,68301,2000,68301
CI,COTE D IVOIRE,0,0,469000,11905161
CZ,CZECH REPUBLIC,0,0,23950,1004236
DJ,DJIBOUTI,585000,13588508,2504300,64532153
FJ,FIJI,7000,205130,293750,9771850
FI,FINLAND,0,0,72000,2184411
FR,FRANCE,0,0,275975,9278716
PF,FRENCH POLYNESIA,42400,1367600,269375,8611542
GA,GABON,13500,453028,152000,4563815
GM,GAMBIA,0,0,17500,404442
DE,GERMANY,182000,6949040,2331975,89983268
GH,GHANA,210000,5270459,493100,15526319
GR,GREECE,0,0,252450,9550925
HK,HONG KONG,0,0,1000,34350
IN,INDIA,460950,16161828,3594575,119102586
ID,INDONESIA,6685450,183070084,46799675,1215270929
IL,ISRAEL,833150,26731505,5885525,175633777
JP,JAPAN,1351050,39042139,16712564,463064682
KZ,KAZAKHSTAN,51000,1426590,746000,18729954
KE,KENYA,79400,2932806,1499475,42281877
KR,"KOREA,REPUBLIC OF",25000,1563032,257000,20201942
LA,LAO PDR,92000,2768933,1148650,31366840
LV,LATVIA,0,0,74975,2420931
LT,LITHUANIA,0,0,50650,1834556
MG,MADAGASCAR,0,0,186700,6392625
MY,MALAYSIA,3587075,104060574,21371075,585219086
MU,MAURITIUS,82300,3575245,761800,30116964
MX,MEXICO,3000,366562,31300,3965592
MZ,MOZAMBIQUE,0,0,189700,4985542
MM,MYANMAR,296500,8854562,5042875,148708784
nan,NAMIBIA,0,0,52400,1877168
NL,NETHERLANDS,66000,3130288,604175,24621157
NC,NEW CALEDONIA,17000,475530,263500,8001375
NZ,NEW ZEALAND,1004125,35520511,6749800,220360529
NG,NIGERIA,476000,10208046,1870000,40147608
OM,OMAN,0,0,24750,744832
PK,PAKISTAN,108975,3362513,174650,6160391
PG,PAPUA NEW GUINEA,28400,1173471,189450,7673800
PH,PHILIPPINES,715000,20318127,7471125,201258828
PL,POLAND,0,0,679250,20396855
QA,QATAR,199750,5738725,899750,24802239
RE,REUNION,40500,1504882,207475,7806282
RO,ROMANIA,0,0,105000,3687460
RU,RUSSIAN FEDERATION,0,0,1152575,33346269
WS,SAMOA,0,0,14200,581817
SA,SAUDI ARABIA,0,0,17500,550041
SN,SENEGAL,0,0,547125,20989873
SG,SINGAPORE,49500,1476117,419770,19132618
SB,SOLOMON ISLANDS,0,0,27975,1144339
SO,SOMALIA,0,0,134000,4463808
ZA,SOUTH AFRICA,0,0,1108550,30832522
LK,SRI LANKA,84000,2642508,528600,15916590
SE,SWEDEN,0,0,215775,8148158
TW,"TAIWAN, PROVINCE OF CHINA",105050,4529535,871425,30137165
TZ,TANZANIA UNITED REPUBLIC OF,35000,913764,218000,6087397
TL,TIMOR-LESTE,0,0,33400,1401142
TG,TOGO,0,0,281500,7627210
TR,TÜRKIYE,14200,550801,138550,5775291
UA,UKRAINE,105000,2831207,1290500,38262984
AE,UNITED ARAB EMIRATES,331800,9816864,2462300,69549984
GB,UNITED KINGDOM,297000,8361094,1955250,55937764
US,UNITED STATES,0,0,22000,731321
VN,VIETNAM,5205200,150355122,47633650,1322486893
YE,YEMEN,0,0,205000,5389712
SUM,SUM,43127865,1267872060,381909709,10570355669
