"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'FOB (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,30000,379432
KH,CAMBODIA,15000,847186,40000,1990853
CN,CHINA,28000,2004646,28000,2004646
HK,HONG KONG,200,15461,1250,110774
ID,INDONESIA,8050,556537,33175,2550657
JP,JAPAN,75,5168,1250,88414
PK,PAKISTAN,0,0,11750,1066471
PH,PHILIPPINES,0,0,69000,3949940
TW,"TAIWAN, PROVINCE OF CHINA",0,0,402,23113
VN,VIETNAM,24000,1382282,24000,1382282
SUM,SUM,75325,4811280,238827,13546582
