"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2013', 'Quantity')","('Jun 2013', 'FOB (Baht)')","('Jan - Jun 2013', 'Quantity')","('Jan - Jun 2013', 'FOB (Baht)')"
AR,ARGENTINA,0,0,89900,5776630
CN,CHINA,16000,983853,32000,1970603
IN,INDIA,0,0,15500,894704
ID,INDONESIA,0,0,64200,4327230
JP,JAPAN,100,5497,26800,830899
LA,LAO PDR,215000,9675000,220600,10246200
PK,PAKISTAN,7200,593322,23150,1845342
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2000,136736
SUM,SUM,238300,11257672,474150,26028344
