"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2020', 'Quantity')","('Dec 2020', 'FOB (Baht)')","('Jan - Dec 2020', 'Quantity')","('Jan - Dec 2020', 'FOB (Baht)')"
CN,CHINA,37202,763114,139834,6068147
HK,HONG KONG,0,0,12175,650433
IN,INDIA,0,0,21500,2437502
ID,INDONESIA,10000,1210845,136625,17630286
JP,JAPAN,0,0,75,4125
KR,"KOREA,REPUBLIC OF",28000,2874482,147500,16063071
LA,LAO PDR,11000,432500,79000,2530750
MY,MALAYSIA,0,0,1000,113414
PK,PAKISTAN,17275,1213256,290225,21812899
PH,PHILIPPINES,5000,262743,205950,10116609
SG,SINGAPORE,0,0,6400,807682
TW,"TAIWAN, PROVINCE OF CHINA",6000,631177,12000,1292030
US,UNITED STATES,0,0,19400,929123
VN,VIETNAM,58000,2698120,497000,23502957
SUM,SUM,172477,10086237,1568684,103959028
