"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2018', 'Quantity')","('Mar 2018', 'FOB (Baht)')","('Jan - Mar 2018', 'Quantity')","('Jan - Mar 2018', 'FOB (Baht)')"
CN,CHINA,53,1559,53,1559
HK,HONG KONG,36,9351,36,9351
ID,INDONESIA,18750,938908,55750,2737427
LA,LAO PDR,6700,299800,6820,323070
MM,MYANMAR,0,0,50,12500
PK,PAKISTAN,11000,542211,35900,1795712
PH,PHILIPPINES,10000,516660,11000,583040
TW,"TAIWAN, PROVINCE OF CHINA",0,0,15000,827457
GB,UNITED KINGDOM,0,0,20,158
VN,VIETNAM,600,136014,704,146551
SUM,SUM,47139,2444503,125333,6436825
