"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'FOB (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'FOB (Baht)')"
AU,AUSTRALIA,667380,28091473,3023510,126483135
BD,BANGLADESH,212250,8922000,847750,35721094
BE,BELGIUM,0,0,198000,7838285
BR,BRAZIL,0,0,25500,1069091
BN,BRUNEI DARUSSALAM,18000,747435,30000,1261487
KH,CAMBODIA,177000,7233354,545220,22441364
CM,CAMEROON,231000,9525780,379500,15633831
CA,CANADA,48000,1960814,313500,12845065
CL,CHILE,0,0,68000,2826963
CN,CHINA,3124002,120728001,26908424,1079766678
CG,CONGO,0,0,235000,9663229
CI,COTE D IVOIRE,0,0,51750,2319364
DJ,DJIBOUTI,141000,5833238,1555000,62534232
EG,EGYPT,198000,7475605,693000,26891407
FJ,FIJI,36000,1465040,230000,9347244
PF,FRENCH POLYNESIA,18000,735305,18000,735305
GM,GAMBIA,0,0,33000,1337352
DE,GERMANY,23375,934782,34375,1534661
HK,HONG KONG,108000,3932770,954593,36822881
IN,INDIA,1415708,57505950,4724883,194484472
ID,INDONESIA,2524250,108290011,8602325,373762610
IL,ISRAEL,2000,133073,3000,201478
IT,ITALY,0,0,75,2539
JP,JAPAN,1532884,67614675,7223530,315239050
KZ,KAZAKHSTAN,34000,1367866,119000,4878625
KE,KENYA,0,0,85500,3785645
KR,"KOREA,REPUBLIC OF",698875,28484893,2636425,110933286
LA,LAO PDR,404210,18475236,1581925,72484858
MY,MALAYSIA,420995,17720175,2195450,98097038
MU,MAURITIUS,37500,1573437,71000,3003337
MZ,MOZAMBIQUE,137000,5631307,672000,27368591
MM,MYANMAR,294100,11352190,1622754,65285125
NC,NEW CALEDONIA,0,0,36000,1482683
NZ,NEW ZEALAND,163500,6679954,532850,21895064
PG,PAPUA NEW GUINEA,131000,5379860,169000,6955871
PY,PARAGUAY,0,0,25500,1095944
PE,PERU,0,0,127500,5548583
PH,PHILIPPINES,205500,8494390,1581500,66590864
PT,PORTUGAL,175000,6437018,1375000,53431052
RE,REUNION,17000,723948,48000,2084097
SG,SINGAPORE,18100,770631,115102,4860263
ZA,SOUTH AFRICA,17000,702347,575000,24068821
LK,SRI LANKA,121750,5356007,421850,17905929
CH,SWITZERLAND,0,0,50,14872
TW,"TAIWAN, PROVINCE OF CHINA",432225,17555802,4195850,167671096
TZ,TANZANIA UNITED REPUBLIC OF,0,0,60000,2648841
AE,UNITED ARAB EMIRATES,0,0,318000,13016024
US,UNITED STATES,48800,2013171,212175,9145052
VN,VIETNAM,2416198,96478282,12544414,513722425
SUM,SUM,16249602,666325820,88019780,3638736803
