"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2019', 'Quantity')","('May 2019', 'FOB (Baht)')","('Jan - May 2019', 'Quantity')","('Jan - May 2019', 'FOB (Baht)')"
CN,CHINA,0,0,430000,11039224
IN,INDIA,0,0,5000,2938816
VN,VIETNAM,0,0,100,23448
SUM,SUM,0,0,435100,14001488
