"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2019', 'Quantity')","('May 2019', 'FOB (Baht)')","('Jan - May 2019', 'Quantity')","('Jan - May 2019', 'FOB (Baht)')"
CN,CHINA,52000,410479,52000,410479
IN,INDIA,0,0,37000,4427290
JP,JAPAN,0,0,1267,738250
MY,MALAYSIA,340,40259,340,40259
MM,MYANMAR,2000,40000,11600,160000
SUM,SUM,54340,490738,102207,5776278
