"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2013', 'Quantity')","('Oct 2013', 'FOB (Baht)')","('Jan - Oct 2013', 'Quantity')","('Jan - Oct 2013', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,3908,371460
KH,CAMBODIA,94677,21472900,811409,168618350
CA,CANADA,306,1911,3306,108242
CN,CHINA,0,0,107040,1978816
CY,CYPRUS,2,8345,2,8345
DK,DENMARK,0,0,0,31
FR,FRANCE,0,0,333,50662
DE,GERMANY,119,17761,278,42554
GH,GHANA,0,0,1,29
GR,GREECE,0,0,1,244
HK,HONG KONG,24,1025,6336,819338
IN,INDIA,0,0,0,29
ID,INDONESIA,15000,876005,35075,1245956
IR,IRAN (ISLAMIC REPUBLIC OF),0,155,0,155
IL,ISRAEL,0,0,0,30
IT,ITALY,47,1669,47,1669
JP,JAPAN,166,9451,64078,8101983
KE,KENYA,15000,956235,29250,1840114
KR,"KOREA,REPUBLIC OF",0,0,47,4350
LA,LAO PDR,0,0,1739,75800
LT,LITHUANIA,0,0,0,203
MY,MALAYSIA,1000,142047,14251,1596533
MM,MYANMAR,0,0,204,24600
NC,NEW CALEDONIA,0,0,0,158
NG,NIGERIA,0,0,30000,1921513
NO,NORWAY,108,16435,108,16435
PK,PAKISTAN,450,80696,5450,596811
PH,PHILIPPINES,0,0,640,84388
SA,SAUDI ARABIA,0,0,1,619
SG,SINGAPORE,20010,1145771,39727,3272016
LK,SRI LANKA,5225,321627,50275,2976509
CH,SWITZERLAND,0,0,0,981
TW,"TAIWAN, PROVINCE OF CHINA",0,0,34,4558
AE,UNITED ARAB EMIRATES,0,0,0,174
GB,UNITED KINGDOM,0,0,16,3604
US,UNITED STATES,6,587,51,73345
VN,VIETNAM,5625,474131,19233,1672886
ZW,ZIMBABWE,0,0,150,2953
SUM,SUM,157765,25526751,1222990,195516443
