"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2012', 'Quantity')","('Mar 2012', 'FOB (Baht)')","('Jan - Mar 2012', 'Quantity')","('Jan - Mar 2012', 'FOB (Baht)')"
AU,AUSTRALIA,30000,1787802,76500,5343356
BD,BANGLADESH,3625,113948,15625,1253567
BY,BELARUS,1000,170372,1000,170372
BR,BRAZIL,0,0,33000,3536636
CA,CANADA,0,0,18000,1554012
CN,CHINA,352000,35028292,871255,84187821
ET,ETHIOPIA,64000,1846248,64000,1846248
HK,HONG KONG,40258,2010694,50858,3540565
IN,INDIA,212100,16559792,589750,46652945
ID,INDONESIA,64113,5247782,260163,19418380
JP,JAPAN,103526,2493183,259873,6381299
KR,"KOREA,REPUBLIC OF",0,0,7000,671462
KW,KUWAIT,0,512,0,512
LA,LAO PDR,5000,257949,61000,3057902
LR,LIBERIA,144000,4615621,368000,11971795
MY,MALAYSIA,85450,4611254,217375,15010713
MM,MYANMAR,4000,328000,7500,615000
NL,NETHERLANDS,130000,3365570,156000,4073327
PK,PAKISTAN,1550,124390,15225,1551513
PH,PHILIPPINES,0,0,9999,868101
ZA,SOUTH AFRICA,0,0,32000,883227
LK,SRI LANKA,500,377003,56500,1666087
TW,"TAIWAN, PROVINCE OF CHINA",16086,1227464,107186,12025114
UG,UGANDA,46,22894,46,22894
US,UNITED STATES,0,0,8000,736168
VN,VIETNAM,3100,431327,8436,1517460
SUM,SUM,1260354,80620097,3294291,228556476
