"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2013', 'Quantity')","('Oct 2013', 'FOB (Baht)')","('Jan - Oct 2013', 'Quantity')","('Jan - Oct 2013', 'FOB (Baht)')"
AU,AUSTRALIA,3200,476997,110400,13721413
BD,BANGLADESH,0,0,85000,2598611
CN,CHINA,171500,12236937,1098917,97929774
ET,ETHIOPIA,0,0,254000,7133537
GA,GABON,0,0,34000,959065
DE,GERMANY,0,0,0,1270
HK,HONG KONG,0,0,50,97608
IN,INDIA,106850,11341601,621150,63814064
ID,INDONESIA,20525,2071063,508425,44861415
JP,JAPAN,300,3218,354,6375
KR,"KOREA,REPUBLIC OF",0,0,439650,32558328
MY,MALAYSIA,52700,4392801,292390,26200064
MU,MAURITIUS,0,0,35000,966245
MM,MYANMAR,9000,430001,9000,430001
NZ,NEW ZEALAND,0,0,87300,9284540
PK,PAKISTAN,0,0,5700,437898
PH,PHILIPPINES,550,52436,20230,1972310
SG,SINGAPORE,0,0,24908,2798823
LK,SRI LANKA,0,0,5500,381066
TW,"TAIWAN, PROVINCE OF CHINA",0,0,53250,4622391
AE,UNITED ARAB EMIRATES,0,0,180900,18182495
US,UNITED STATES,0,0,80000,6415801
VN,VIETNAM,10800,965668,142770,16365546
SUM,SUM,375425,31970722,4088894,351738640
