"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'FOB (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'FOB (Baht)')"
AO,ANGOLA,49500,2601630,49500,2601630
AU,AUSTRALIA,588400,28796450,3159980,134870639
BD,BANGLADESH,49500,2445688,152075,8383396
BE,BELGIUM,0,0,342000,13516391
KH,CAMBODIA,0,0,24750,1211810
CN,CHINA,30626980,1627728656,146772956,6815461642
CO,COLOMBIA,0,0,250000,10212496
DJ,DJIBOUTI,0,0,49500,1504905
EC,ECUADOR,75000,3394927,75000,3394927
EG,EGYPT,0,0,25,2050
FJ,FIJI,16500,844081,16500,844081
GH,GHANA,46500,2039390,145500,5174234
HK,HONG KONG,10000,525666,91950,5085748
IN,INDIA,1352150,63855787,8508125,389409649
ID,INDONESIA,4587360,226850660,31033495,1288284310
IT,ITALY,0,0,100,2653
JP,JAPAN,7423460,348427601,29847135,1264160580
KR,"KOREA,REPUBLIC OF",515000,32095333,2486275,137656965
MY,MALAYSIA,1182100,56454851,5689080,242773157
MU,MAURITIUS,15500,708499,72500,2684056
MM,MYANMAR,0,0,15000,506487
NZ,NEW ZEALAND,322190,17203740,1328520,63621361
PK,PAKISTAN,24750,1282709,256400,11640896
PE,PERU,50000,1938860,250000,9144671
PH,PHILIPPINES,1331925,62057365,4872675,198396281
PT,PORTUGAL,499000,19338683,1077000,39620451
RE,REUNION,0,0,28250,1290416
RU,RUSSIAN FEDERATION,66000,2967073,90000,3966915
SG,SINGAPORE,643700,38915290,1744800,95899098
ZA,SOUTH AFRICA,33000,1342034,33000,1342034
ES,SPAIN,66000,2609722,66000,2609722
LK,SRI LANKA,0,0,3750,220043
CH,SWITZERLAND,225,15377,225,15377
TW,"TAIWAN, PROVINCE OF CHINA",793700,41310727,4222501,191694113
TR,TÜRKIYE,0,0,504500,19244460
UA,UKRAINE,0,0,15500,644253
US,UNITED STATES,4000,193464,303750,21120857
VN,VIETNAM,1383400,73843225,7103100,344040352
SUM,SUM,51755840,2659787488,250681417,11332253106
