"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'FOB (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'FOB (Baht)')"
AU,AUSTRALIA,31041,970216,199091,6014878
BD,BANGLADESH,0,0,68480,3064575
BE,BELGIUM,0,0,500,31279
CN,CHINA,3000,241848,16475,1177947
DJ,DJIBOUTI,0,0,34000,1531031
HK,HONG KONG,0,0,7000,346217
ID,INDONESIA,32250,1898739,247845,13737749
JP,JAPAN,20650,869051,70351,3746818
KR,"KOREA,REPUBLIC OF",419,34399,981,120632
MY,MALAYSIA,0,0,18000,847800
MM,MYANMAR,0,0,200,17244
PK,PAKISTAN,0,0,50,4953
PH,PHILIPPINES,0,0,51075,2312709
TW,"TAIWAN, PROVINCE OF CHINA",0,0,0,30
US,UNITED STATES,200,15314,200,15314
VN,VIETNAM,47080,2697741,427348,28934894
SUM,SUM,134640,6727308,1141596,61904070
