"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2023', 'Quantity')","('Feb 2023', 'FOB (Baht)')","('Jan - Feb 2023', 'Quantity')","('Jan - Feb 2023', 'FOB (Baht)')"
AU,AUSTRALIA,144000,3383016,144000,3383016
KH,CAMBODIA,600,30966,1200,60762
CA,CANADA,0,0,1300,47195
CN,CHINA,1067393,12232181,2587908,31859224
DE,GERMANY,0,0,30,3000
HK,HONG KONG,475,19252,475,19252
IN,INDIA,1648906,69438583,2885568,129489979
ID,INDONESIA,8432,1062642,38962,3601143
JP,JAPAN,1077,184147,2564,449349
KR,"KOREA,REPUBLIC OF",400,5221,1077,15410
LA,LAO PDR,57000,2437874,97800,5191269
MG,MADAGASCAR,95000,2433338,95000,2433338
MY,MALAYSIA,16620,2219754,42678,4433773
MV,MALDIVES,4,16076,4,16076
MX,MEXICO,0,0,24000,866890
MM,MYANMAR,173639,6758090,276639,10892915
PH,PHILIPPINES,8749,1242770,33513,4005608
PL,POLAND,43760,928111,43760,928111
SG,SINGAPORE,100,4242,300,17398
SI,SLOVENIA,0,0,161680,9278028
ZA,SOUTH AFRICA,10000,607200,20000,1214400
LK,SRI LANKA,350,102783,700,211694
US,UNITED STATES,16000,2098240,20650,2957461
VN,VIETNAM,72000,3057868,143660,6706167
SUM,SUM,3364505,108262354,6623468,218081458
