"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2012', 'Quantity')","('Jan 2012', 'FOB (Baht)')","('Jan - Jan 2012', 'Quantity')","('Jan - Jan 2012', 'FOB (Baht)')"
DZ,ALGERIA,120000,5646865,120000,5646865
AO,ANGOLA,64800,1891646,64800,1891646
AR,ARGENTINA,104500,7784141,104500,7784141
AU,AUSTRALIA,236670,12038619,236670,12038619
BD,BANGLADESH,934575,42485130,934575,42485130
BR,BRAZIL,307950,14143094,307950,14143094
KH,CAMBODIA,76000,3351497,76000,3351497
CN,CHINA,4592949,206328620,4592949,206328620
CO,COLOMBIA,34000,1479789,34000,1479789
EG,EGYPT,49050,3057806,49050,3057806
FR,FRANCE,950,136262,950,136262
DE,GERMANY,25,776,25,776
GH,GHANA,8000,297694,8000,297694
GN,GUINEA,102000,4434711,102000,4434711
HK,HONG KONG,3983131,170084226,3983131,170084226
IN,INDIA,1253125,55070443,1253125,55070443
ID,INDONESIA,3733450,170951735,3733450,170951735
IL,ISRAEL,33000,1520448,33000,1520448
JP,JAPAN,984093,49780335,984093,49780335
KE,KENYA,17000,819800,17000,819800
KW,KUWAIT,49500,2187497,49500,2187497
LA,LAO PDR,145500,4173165,145500,4173165
MG,MADAGASCAR,29125,841174,29125,841174
MY,MALAYSIA,611590,27223004,611590,27223004
MU,MAURITIUS,33500,1588992,33500,1588992
MX,MEXICO,51000,2322633,51000,2322633
MM,MYANMAR,1059000,45387794,1059000,45387794
NC,NEW CALEDONIA,4000,180121,4000,180121
NZ,NEW ZEALAND,10000,481557,10000,481557
NG,NIGERIA,337500,15122449,337500,15122449
OM,OMAN,33000,1456247,33000,1456247
PK,PAKISTAN,85250,4965236,85250,4965236
PH,PHILIPPINES,1343500,62078846,1343500,62078846
RE,REUNION,16500,766757,16500,766757
SG,SINGAPORE,153636,7008538,153636,7008538
ZA,SOUTH AFRICA,43725,3403979,43725,3403979
LK,SRI LANKA,33250,1249932,33250,1249932
SY,SYRIAN ARAB REPUBLIC,16500,659694,16500,659694
TW,"TAIWAN, PROVINCE OF CHINA",15100,1174822,15100,1174822
UA,UKRAINE,51000,2233193,51000,2233193
AE,UNITED ARAB EMIRATES,96000,4404040,96000,4404040
GB,UNITED KINGDOM,26816,758452,26816,758452
VN,VIETNAM,1483806,70876646,1483806,70876646
SUM,SUM,22364066,1011848405,22364066,1011848405
