"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2014', 'Quantity')","('Apr 2014', 'FOB (Baht)')","('Jan - Apr 2014', 'Quantity')","('Jan - Apr 2014', 'FOB (Baht)')"
AU,AUSTRALIA,15000,1582831,67000,7630452
BD,BANGLADESH,3375,409032,10075,1289514
BE,BELGIUM,0,0,107,3444
BR,BRAZIL,0,0,14225,1420686
CN,CHINA,162400,11967469,1402675,102020366
CI,COTE D IVOIRE,0,0,32500,975644
EG,EGYPT,300,63251,525,110905
GH,GHANA,0,0,32500,986024
HK,HONG KONG,0,0,6000,602342
IN,INDIA,715500,56046170,1881702,156297943
ID,INDONESIA,0,0,24024,3859281
IT,ITALY,100,10000,100,10000
JP,JAPAN,175825,15455835,344279,30952692
KE,KENYA,0,0,16250,604337
KP,KOREA DPR,500,26098,500,26098
KR,"KOREA,REPUBLIC OF",13001,1366129,53726,5560188
LA,LAO PDR,0,0,170,16335
LU,LUXEMBOURG,200,11103,200,11103
MY,MALAYSIA,5,955,64485,3354492
MM,MYANMAR,1000,84450,39125,1919925
PH,PHILIPPINES,1508,338142,2012,477596
SG,SINGAPORE,360,4744,74610,4210099
ZA,SOUTH AFRICA,0,0,17000,545844
LK,SRI LANKA,3600,293724,6275,722045
TW,"TAIWAN, PROVINCE OF CHINA",66700,7547416,186739,17100244
VN,VIETNAM,17093,1039702,20608,1309412
SUM,SUM,1176467,96247051,4297412,342017011
