"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'FOB (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'FOB (Baht)')"
CN,CHINA,750,9798,750,9798
ID,INDONESIA,80400,4631072,256550,15094563
JP,JAPAN,0,0,11150,816591
KR,"KOREA,REPUBLIC OF",2450,96519,3500,115152
MX,MEXICO,0,0,50,2484
ZA,SOUTH AFRICA,0,0,5000,366318
US,UNITED STATES,0,0,12325,1492755
VN,VIETNAM,0,0,425,168725
SUM,SUM,83600,4737389,289750,18066386
