"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'FOB (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'FOB (Baht)')"
AU,AUSTRALIA,30000,2457381,60015,4895915
BD,BANGLADESH,102000,8876682,884000,73471305
CN,CHINA,8093000,662863441,71837642,5402316893
DE,GERMANY,0,0,75,6412
IN,INDIA,1088000,88510551,10061400,755030574
ID,INDONESIA,156000,14068805,728675,58668733
JP,JAPAN,400,26041,12400,1148608
LA,LAO PDR,0,0,1063,272556
MY,MALAYSIA,17100,1408104,900926,74926932
PK,PAKISTAN,32000,2690144,206500,16512469
PH,PHILIPPINES,0,0,43945,4311215
SA,SAUDI ARABIA,0,0,24000,1645753
SG,SINGAPORE,0,0,24400,1905701
TW,"TAIWAN, PROVINCE OF CHINA",0,0,5000,383252
TR,TÜRKIYE,0,0,24000,1980866
AE,UNITED ARAB EMIRATES,0,0,48000,4129739
US,UNITED STATES,0,0,113000,8688200
VN,VIETNAM,273000,22244531,1287600,111085200
SUM,SUM,9791500,803145680,86262641,6521380323
