"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'FOB (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'FOB (Baht)')"
JP,JAPAN,0,0,600,48544
ZA,SOUTH AFRICA,0,0,2500,173602
VN,VIETNAM,0,0,5350,1352683
SUM,SUM,0,0,8450,1574829
