"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'FOB (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'FOB (Baht)')"
AU,AUSTRALIA,20000,1798779,26000,2346276
CN,CHINA,6000,672417,623060,9053471
DE,GERMANY,0,0,890,86338
HK,HONG KONG,0,0,26,31
IN,INDIA,0,0,6475,1148634
ID,INDONESIA,0,0,0,31
KR,"KOREA,REPUBLIC OF",0,0,50,2400
LA,LAO PDR,8450,354606,130877,5430576
MY,MALAYSIA,1000,104331,3003,268699
NL,NETHERLANDS,0,0,11,1785
SG,SINGAPORE,3000,446901,3095,448212
ES,SPAIN,0,0,610,54880
US,UNITED STATES,0,0,21,2713
VN,VIETNAM,0,0,25,590
SUM,SUM,38450,3377034,794143,18844636
