"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'FOB (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'FOB (Baht)')"
AF,AFGHANISTAN,34000,1599815,34000,1599815
AU,AUSTRALIA,400,33050,539400,27703579
BD,BANGLADESH,561000,26190379,3462000,161394621
KH,CAMBODIA,0,0,3300,279195
CN,CHINA,2335875,112628545,26711800,1280347032
DJ,DJIBOUTI,0,0,68000,3356598
ET,ETHIOPIA,0,0,34000,1702407
HK,HONG KONG,0,0,2000,105665
IN,INDIA,3728375,177408017,17978375,849946291
ID,INDONESIA,24000,1169520,857750,42029447
JP,JAPAN,0,0,25950,1411191
KR,"KOREA,REPUBLIC OF",0,0,7600,409039
MY,MALAYSIA,17000,838523,124000,6230628
PK,PAKISTAN,493000,23643542,1479000,71801133
PH,PHILIPPINES,600,51281,24900,1303762
SA,SAUDI ARABIA,2000,129402,2000,129402
SG,SINGAPORE,2750,182024,9850,593790
LK,SRI LANKA,17000,825651,374000,18009705
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1000,55581
TR,TÜRKIYE,0,0,68000,3547855
US,UNITED STATES,6,306,50006,2627266
VN,VIETNAM,15400,783780,622485,28931809
SUM,SUM,7231406,345483835,52479416,2503515811
