"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2017', 'Quantity')","('Feb 2017', 'FOB (Baht)')","('Jan - Feb 2017', 'Quantity')","('Jan - Feb 2017', 'FOB (Baht)')"
BE,BELGIUM,91,11978,91,11978
CN,CHINA,2000,239742,2000,239742
DK,DENMARK,0,0,33,5057
HK,HONG KONG,0,0,33,5057
IN,INDIA,128000,5694937,256000,11869063
ID,INDONESIA,344,226947,348,231438
IT,ITALY,33,5057,33,5057
JP,JAPAN,166,25285,365,55627
LA,LAO PDR,0,0,44655,7087720
SG,SINGAPORE,0,0,2500,175368
VN,VIETNAM,5,31992,5,33723
SUM,SUM,130639,6235938,306063,19719830
