"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2022', 'Quantity')","('May 2022', 'FOB (Baht)')","('Jan - May 2022', 'Quantity')","('Jan - May 2022', 'FOB (Baht)')"
AU,AUSTRALIA,1020,76976,13020,1590716
BD,BANGLADESH,119750,9304012,203038,19350534
BE,BELGIUM,192000,20727824,1116000,120451721
KH,CAMBODIA,85561,15822286,85642,15867287
CN,CHINA,213450,16684858,1287499,72531355
EG,EGYPT,0,0,24125,2386093
HK,HONG KONG,0,0,5210,506884
IN,INDIA,362595,34279322,2481570,223734742
ID,INDONESIA,261675,24698885,887030,81298234
JP,JAPAN,43989,3575462,196932,15197678
KR,"KOREA,REPUBLIC OF",18700,1476924,64475,5437163
LA,LAO PDR,86,15632,568,120619
MY,MALAYSIA,49875,5217247,165918,19257386
MU,MAURITIUS,32400,1009211,162000,4917955
MM,MYANMAR,610,96430,3436,345698
PK,PAKISTAN,0,0,1500,343665
PH,PHILIPPINES,100,14369,29080,2881296
SA,SAUDI ARABIA,24550,2267304,217675,18915966
SG,SINGAPORE,0,0,25,288
ZA,SOUTH AFRICA,25000,2188650,218100,18685049
LK,SRI LANKA,0,0,1467,32286
TW,"TAIWAN, PROVINCE OF CHINA",42000,4435964,238475,26419407
AE,UNITED ARAB EMIRATES,108525,8505369,319150,21199884
US,UNITED STATES,10000,752588,10000,752588
VN,VIETNAM,39138,3458215,236354,20469815
SUM,SUM,1631024,154607528,7968289,692694309
