"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'FOB (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'FOB (Baht)')"
AR,ARGENTINA,0,0,0,64
CA,CANADA,0,0,1428,457433
CN,CHINA,0,0,16900,647608
IN,INDIA,0,0,359,41112
ID,INDONESIA,16250,2196534,183300,12342577
JP,JAPAN,1200,101132,6350,654136
KE,KENYA,0,0,16250,438873
KR,"KOREA,REPUBLIC OF",0,0,100,6854
MY,MALAYSIA,22119,591615,22119,591615
SG,SINGAPORE,0,0,1500,169281
ZA,SOUTH AFRICA,0,0,2300,289943
US,UNITED STATES,0,0,300,25365
VN,VIETNAM,87000,4525102,418000,21784376
SUM,SUM,126569,7414383,668906,37449237
