"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'FOB (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'FOB (Baht)')"
DZ,ALGERIA,0,0,713000,42137048
AO,ANGOLA,0,0,348700,19626099
AU,AUSTRALIA,777550,41893339,3549350,190809888
BD,BANGLADESH,144000,7501500,1336100,67852148
BE,BELGIUM,318000,16563561,1948525,100903729
BJ,BENIN,0,0,17600,939330
BR,BRAZIL,180000,8982723,3217300,158287112
BN,BRUNEI DARUSSALAM,0,0,4000,207294
BG,BULGARIA,0,0,34500,1770765
KH,CAMBODIA,293700,16004645,2069325,114075138
CM,CAMEROON,36000,1779635,36000,1779635
CN,CHINA,11773425,602460274,78356330,3980502606
CG,CONGO,0,0,50000,2536911
CI,COTE D IVOIRE,90000,4494086,2430000,119315830
DK,DENMARK,0,0,136000,6818913
DJ,DJIBOUTI,0,0,144000,7107272
EC,ECUADOR,51000,2585745,156000,8122180
FJ,FIJI,13525,990354,77925,4882362
FI,FINLAND,44000,1820675,580000,32277909
FR,FRANCE,176000,10062679,1118000,60739811
PF,FRENCH POLYNESIA,22500,1242550,108000,6100086
GA,GABON,0,0,27700,1616752
GM,GAMBIA,0,0,28000,1635477
DE,GERMANY,120000,7282698,1088000,64674841
GH,GHANA,450000,22210601,2448000,119276513
GR,GREECE,72000,3855321,431975,24228171
IN,INDIA,379500,20409867,4620875,235679417
ID,INDONESIA,6808150,352352490,36239615,1869417979
IL,ISRAEL,1257000,66222254,5303274,288431851
JM,JAMAICA,0,0,25500,1513950
JP,JAPAN,1276374,67261721,5956024,312574526
KZ,KAZAKHSTAN,0,0,36000,1809646
KE,KENYA,17600,946687,222100,12339872
KR,"KOREA,REPUBLIC OF",33125,3814626,34125,3868500
LA,LAO PDR,32000,1674798,151000,7879694
LV,LATVIA,0,0,56800,3386969
LR,LIBERIA,36000,1776732,62900,3322745
LY,LIBYAN ARAB JAMAHIRIYA,0,0,370800,22297223
LT,LITHUANIA,0,0,87700,4654514
MG,MADAGASCAR,13500,783675,85000,4828073
MY,MALAYSIA,1510650,81426433,6288050,332819990
MV,MALDIVES,0,0,35200,1822024
ML,MALI,0,0,108000,6094434
MU,MAURITIUS,64000,3810137,382900,21657995
MZ,MOZAMBIQUE,225000,13171908,639800,35378529
MM,MYANMAR,41200,2493135,219675,12972577
NL,NETHERLANDS,0,0,177500,10287135
NC,NEW CALEDONIA,63000,3390886,162000,8606445
NZ,NEW ZEALAND,287200,15982462,1734650,97748963
OM,OMAN,0,0,211200,11054390
PK,PAKISTAN,0,0,356000,18548943
PG,PAPUA NEW GUINEA,0,0,162800,10279259
PE,PERU,103500,5268745,188500,9627166
PH,PHILIPPINES,739700,38900817,2904425,151891598
PL,POLAND,155000,8624794,865675,49223598
PT,PORTUGAL,0,0,799500,40660604
RE,REUNION,0,0,228000,13098373
RO,ROMANIA,192000,10580304,384000,21193146
RU,RUSSIAN FEDERATION,666200,34908164,2636000,138517242
SN,SENEGAL,40500,2282526,153700,8544000
SL,SIERRA LEONE,0,0,27000,1549440
SG,SINGAPORE,18000,942238,46875,2558287
SI,SLOVENIA,102000,4995526,184500,9526181
SB,SOLOMON ISLANDS,0,0,2500,127380
ZA,SOUTH AFRICA,270000,13390809,1034070,53479017
ES,SPAIN,48750,2524100,523500,27273274
LK,SRI LANKA,46200,2571997,664400,35073939
SD,SUDAN,41200,2408861,444875,25004226
SE,SWEDEN,24000,1464882,600000,34166011
TW,"TAIWAN, PROVINCE OF CHINA",0,0,133075,7251042
TZ,TANZANIA UNITED REPUBLIC OF,70400,3683009,404800,21100649
TG,TOGO,144000,7121443,1296000,63610940
TR,TÜRKIYE,177200,9998991,1177400,64745861
UA,UKRAINE,17000,862882,1136325,61085592
AE,UNITED ARAB EMIRATES,714800,36494871,2470300,126428093
GB,UNITED KINGDOM,17500,956912,41875,2292155
VN,VIETNAM,821600,44462482,6796385,352789583
SUM,SUM,31015549,1617692550,189327498,9798316860
