"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'FOB (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'FOB (Baht)')"
CN,CHINA,0,0,344500,9517309
FR,FRANCE,0,0,5,326
DE,GERMANY,0,0,169,3745
HK,HONG KONG,196,5087,371,17893
IN,INDIA,83500,2381880,241050,7214500
ID,INDONESIA,3000,236742,9400,755938
MM,MYANMAR,0,0,500,7200
PH,PHILIPPINES,0,0,18225,562127
SG,SINGAPORE,4,785,4,785
VU,VANUATU,0,0,101,31500
SUM,SUM,86700,2624494,614325,18111323
