"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2014', 'Quantity')","('Jan 2014', 'FOB (Baht)')","('Jan - Jan 2014', 'Quantity')","('Jan - Jan 2014', 'FOB (Baht)')"
AU,AUSTRALIA,1634570,87141924,1634570,87141924
BD,BANGLADESH,192250,10422166,192250,10422166
BE,BELGIUM,218250,11567613,218250,11567613
KH,CAMBODIA,148000,8069202,148000,8069202
CN,CHINA,15003575,810135430,15003575,810135430
DJ,DJIBOUTI,126000,6583060,126000,6583060
EC,ECUADOR,108000,5419063,108000,5419063
FJ,FIJI,6000,329249,6000,329249
HK,HONG KONG,396200,21690201,396200,21690201
IN,INDIA,4571110,241588888,4571110,241588888
ID,INDONESIA,6884746,378713099,6884746,378713099
JP,JAPAN,7964995,402776899,7964995,402776899
KR,"KOREA,REPUBLIC OF",917375,53393735,917375,53393735
KW,KUWAIT,234000,12282954,234000,12282954
LA,LAO PDR,385550,21252742,385550,21252742
MY,MALAYSIA,2105639,116163924,2105639,116163924
MM,MYANMAR,36000,1984961,36000,1984961
NC,NEW CALEDONIA,18000,987749,18000,987749
NZ,NEW ZEALAND,768240,43526814,768240,43526814
PK,PAKISTAN,74250,3974638,74250,3974638
PE,PERU,207000,10970799,207000,10970799
PH,PHILIPPINES,624000,34134209,624000,34134209
PT,PORTUGAL,974500,50168157,974500,50168157
RE,REUNION,36000,1834824,36000,1834824
SG,SINGAPORE,122875,7315201,122875,7315201
SK,SLOVAKIA,88000,4425828,88000,4425828
LK,SRI LANKA,92650,5194233,92650,5194233
TW,"TAIWAN, PROVINCE OF CHINA",1512000,83957953,1512000,83957953
TZ,TANZANIA UNITED REPUBLIC OF,26000,1497903,26000,1497903
UA,UKRAINE,36000,1838634,36000,1838634
AE,UNITED ARAB EMIRATES,430000,22486470,430000,22486470
VN,VIETNAM,2590250,144149453,2590250,144149453
SUM,SUM,48532025,2605977975,48532025,2605977975
