"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2020', 'Quantity')","('Apr 2020', 'FOB (Baht)')","('Jan - Apr 2020', 'Quantity')","('Jan - Apr 2020', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,30000,1418916
BD,BANGLADESH,204000,9643132,1473000,66341954
CN,CHINA,6043295,242776828,29471020,1328798552
IN,INDIA,1387000,64074988,7938025,357057160
ID,INDONESIA,98096,5611619,418256,20608413
JP,JAPAN,1150,221248,15002,1219019
MY,MALAYSIA,5000,561142,45728,2848900
PK,PAKISTAN,33000,1585155,103000,4787261
PH,PHILIPPINES,0,0,3060,195912
SG,SINGAPORE,0,0,12400,595640
LK,SRI LANKA,0,0,75,2994
TW,"TAIWAN, PROVINCE OF CHINA",0,0,17000,791312
US,UNITED STATES,19000,931911,117000,5440366
UZ,UZBEKISTAN,0,0,96000,4575190
VN,VIETNAM,117752,5993259,406268,20383645
SUM,SUM,7908293,331399282,40145834,1815065234
