"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'FOB (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'FOB (Baht)')"
CN,CHINA,599800,8038170,4161988,58550233
DE,GERMANY,0,0,3,3558
ID,INDONESIA,0,0,50,1658
LA,LAO PDR,12000,367082,39005,1173400
SG,SINGAPORE,0,0,80,2871
ES,SPAIN,0,0,130,12407
VN,VIETNAM,1275,90258,1525,101638
SUM,SUM,613075,8495510,4202781,59845765
