"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'FOB (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,250,30640
CN,CHINA,1192155,9282620,3933813,33898559
DO,DOMINICAN REPUBLIC,23000,682496,47550,1309912
DE,GERMANY,0,0,15,446
HK,HONG KONG,0,0,300,14400
IN,INDIA,82500,1960466,462025,11458124
JP,JAPAN,0,0,4,635
KR,"KOREA,REPUBLIC OF",26500,206340,80088,638309
LA,LAO PDR,100,18470,742,445245
MY,MALAYSIA,0,0,1000,120941
MX,MEXICO,0,0,100,7385
NC,NEW CALEDONIA,0,0,460,38400
PH,PHILIPPINES,0,0,0,61
SG,SINGAPORE,0,0,1000,42351
CH,SWITZERLAND,0,0,0,54
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24000,271316
TZ,TANZANIA UNITED REPUBLIC OF,0,0,12000,659014
VN,VIETNAM,1000,42794,55315,1612666
SUM,SUM,1325255,12193186,4618662,50548458
