"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'FOB (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'FOB (Baht)')"
CN,CHINA,0,0,53,1559
DK,DENMARK,0,31,0,31
HK,HONG KONG,1,500,37,9851
ID,INDONESIA,31000,1521667,86750,4259094
LA,LAO PDR,0,0,6820,323070
MM,MYANMAR,0,0,50,12500
PK,PAKISTAN,11700,592094,47600,2387806
PH,PHILIPPINES,0,0,11000,583040
SG,SINGAPORE,3990,199006,3990,199006
TW,"TAIWAN, PROVINCE OF CHINA",12000,652614,27000,1480071
GB,UNITED KINGDOM,0,0,20,158
VN,VIETNAM,0,0,704,146551
SUM,SUM,58691,2965912,184024,9402737
