"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2013', 'Quantity')","('May 2013', 'FOB (Baht)')","('Jan - May 2013', 'Quantity')","('Jan - May 2013', 'FOB (Baht)')"
KH,CAMBODIA,255000,10597077,795000,34299379
CN,CHINA,0,0,164610,7526523
CZ,CZECH REPUBLIC,10400,839969,10400,839969
IN,INDIA,16000,394893,19000,480931
ID,INDONESIA,0,0,34000,1717033
JP,JAPAN,0,0,1300,73526
KR,"KOREA,REPUBLIC OF",0,0,125,7467
SG,SINGAPORE,0,0,300,47
SUM,SUM,281400,11831939,1024735,44944875
