"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2015', 'Quantity')","('Jul 2015', 'FOB (Baht)')","('Jan - Jul 2015', 'Quantity')","('Jan - Jul 2015', 'FOB (Baht)')"
AU,AUSTRALIA,48000,2532131,216000,12782340
BD,BANGLADESH,0,0,17100,926650
BN,BRUNEI DARUSSALAM,0,0,21000,888346
KH,CAMBODIA,0,0,6000,360621
CN,CHINA,0,0,302,9782
ID,INDONESIA,311000,17644246,2514000,140092686
IQ,IRAQ,0,0,31000,504516
JP,JAPAN,0,0,1350,56726
MY,MALAYSIA,0,0,63001,5053444
NL,NETHERLANDS,0,0,4865,500348
US,UNITED STATES,0,0,1302,191329
VN,VIETNAM,0,0,142950,4166773
SUM,SUM,359000,20176377,3018870,165533561
