"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'FOB (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'FOB (Baht)')"
AU,AUSTRALIA,823210,24771044,2528360,78468784
BD,BANGLADESH,158250,4887204,1099250,34781639
BR,BRAZIL,51000,1490218,127518,3753928
KH,CAMBODIA,87000,2768039,690450,20976726
CA,CANADA,126000,3741415,549000,16537659
CL,CHILE,0,0,50000,1328523
CN,CHINA,9675175,261932167,23755690,687443937
CO,COLOMBIA,25000,661982,25000,661982
CG,CONGO,285000,7413223,615000,17304239
CI,COTE D IVOIRE,0,0,51750,1605522
DJ,DJIBOUTI,176000,4922264,1418900,41309829
EC,ECUADOR,0,0,36000,1009298
FJ,FIJI,0,0,212000,6591768
PF,FRENCH POLYNESIA,18000,547054,63000,1977588
GA,GABON,18000,493055,18000,493055
GM,GAMBIA,17000,438271,17000,438271
DE,GERMANY,0,0,58600,4294085
GH,GHANA,0,0,24750,734182
HK,HONG KONG,324000,8484795,468002,12284872
IN,INDIA,1323000,37995926,7525757,220920792
ID,INDONESIA,1863700,54866562,14453830,449953886
IL,ISRAEL,0,0,4000,250832
JP,JAPAN,1494891,48757596,6572097,219015246
KZ,KAZAKHSTAN,0,0,34000,969498
KE,KENYA,0,0,136500,4403333
KR,"KOREA,REPUBLIC OF",773350,23632667,2991850,94405528
LA,LAO PDR,662275,20275527,2050453,64550291
MY,MALAYSIA,316860,9686321,2128268,71435737
MU,MAURITIUS,7000,203817,39000,1175379
MX,MEXICO,14000,444359,56000,1770839
MZ,MOZAMBIQUE,0,0,142500,4148018
MM,MYANMAR,647000,18134097,3541870,103987312
nan,NAMIBIA,0,0,75,2217
NL,NETHERLANDS,0,0,96000,4148895
NC,NEW CALEDONIA,18000,539460,144000,4397115
NZ,NEW ZEALAND,84500,2415646,570500,17475971
NG,NIGERIA,0,0,36000,1024961
PG,PAPUA NEW GUINEA,0,0,54000,1641896
PE,PERU,0,0,25500,779343
PH,PHILIPPINES,176550,5604074,1480050,46994557
PT,PORTUGAL,100000,2288032,600000,15128405
RE,REUNION,0,0,85500,2629638
RU,RUSSIAN FEDERATION,0,0,25500,740440
SA,SAUDI ARABIA,0,0,3000,567086
SG,SINGAPORE,0,0,95600,2996152
SB,SOLOMON ISLANDS,0,0,3000,90703
LK,SRI LANKA,3500,76455,189750,6064876
TW,"TAIWAN, PROVINCE OF CHINA",1100525,31451516,5366525,161305225
TR,TÜRKIYE,50000,1289032,50000,1289032
UA,UKRAINE,26000,767442,43250,1324827
VN,VIETNAM,4758891,132858862,16591201,491429236
YE,YEMEN,64000,1642227,64000,1642227
SUM,SUM,25267677,715480349,97007846,2930655380
