"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'FOB (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'FOB (Baht)')"
AR,ARGENTINA,0,0,176600,11248311
AU,AUSTRALIA,62000,1681476,97204,3825822
BD,BANGLADESH,382000,11246033,1876000,59070323
BR,BRAZIL,104500,5609276,363800,18563269
KH,CAMBODIA,222200,6398222,1160513,37329857
CM,CAMEROON,0,0,171000,4382386
CA,CANADA,450,10128,750,19177
CN,CHINA,5948137,103237328,35698222,585771279
CG,CONGO,0,0,500250,14439230
CI,COTE D IVOIRE,0,0,97000,2962299
DJ,DJIBOUTI,340000,8503580,1025000,17391403
FJ,FIJI,0,0,16000,404720
PF,FRENCH POLYNESIA,0,0,60000,1872963
DE,GERMANY,1500,48438,6574,390344
GH,GHANA,16250,288413,65000,1328686
GT,GUATEMALA,0,0,75750,1993224
GN,GUINEA,0,0,500250,11979032
HK,HONG KONG,171096,5793181,268349,9637113
IN,INDIA,94000,2858912,2791197,103957741
ID,INDONESIA,4009575,116816818,23999930,720059730
JP,JAPAN,951168,26446666,5246746,162700084
KE,KENYA,0,0,68000,1391830
KR,"KOREA,REPUBLIC OF",575,16779,6702,236480
LA,LAO PDR,8600,662028,224110,7929669
MG,MADAGASCAR,0,0,17250,447729
MY,MALAYSIA,569868,17407216,2486441,84117854
MU,MAURITIUS,40000,1155982,74000,2328737
MZ,MOZAMBIQUE,0,0,136000,3557118
MM,MYANMAR,103250,3047828,595850,18706089
NZ,NEW ZEALAND,7000,201202,15000,460152
NG,NIGERIA,0,0,345000,10035004
PK,PAKISTAN,3400,254320,789270,22958769
PH,PHILIPPINES,1337210,38970473,4700021,155820492
PL,POLAND,0,0,735360,14915389
QA,QATAR,25500,711766,31500,883852
RO,ROMANIA,0,0,36000,2265678
SG,SINGAPORE,59500,1804650,459608,14752676
SI,SLOVENIA,92390,2604570,600030,16845839
ZA,SOUTH AFRICA,11400,707785,187675,11436200
LK,SRI LANKA,34000,967130,151020,8539480
CH,SWITZERLAND,0,0,27,41
TW,"TAIWAN, PROVINCE OF CHINA",0,0,9951,949600
TZ,TANZANIA UNITED REPUBLIC OF,52000,1023216,367250,7436127
TG,TOGO,0,0,32500,719129
TR,TÜRKIYE,0,0,50,1682
GB,UNITED KINGDOM,24940,694824,24940,694824
US,UNITED STATES,5176,166903,378878,46754822
VN,VIETNAM,673585,22459057,3484994,123810515
ZM,ZAMBIA,0,0,128000,2802564
SUM,SUM,15351270,381794200,90281562,2330125334
