"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'FOB (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'FOB (Baht)')"
CN,CHINA,0,0,7675,386049
IN,INDIA,0,0,2050,157516
ID,INDONESIA,6200,502126,271666,20650069
JP,JAPAN,350,37531,1750,240583
MY,MALAYSIA,0,0,168000,11994567
NL,NETHERLANDS,0,0,105,30770
ZA,SOUTH AFRICA,0,0,18775,1571525
LK,SRI LANKA,0,0,0,4770
TW,"TAIWAN, PROVINCE OF CHINA",0,0,500,3225
VN,VIETNAM,795,172473,2195,579145
SUM,SUM,7345,712130,472716,35618219
