"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'FOB (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'FOB (Baht)')"
IN,INDIA,0,0,12000,1357672
JP,JAPAN,1060,592351,1680,997134
MM,MYANMAR,0,0,36000,727500
SG,SINGAPORE,0,0,180,52418
VN,VIETNAM,0,0,50,15262
SUM,SUM,1060,592351,49910,3149986
