"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2012', 'Quantity')","('Dec 2012', 'FOB (Baht)')","('Jan - Dec 2012', 'Quantity')","('Jan - Dec 2012', 'FOB (Baht)')"
AF,AFGHANISTAN,0,0,51000,2697009
AU,AUSTRALIA,81000,4062102,294100,16035593
BD,BANGLADESH,306000,13328056,4896000,251440821
KH,CAMBODIA,1540,144398,20060,1350631
CN,CHINA,2368000,114308208,61458925,3321316832
DJ,DJIBOUTI,0,0,68000,3836434
ET,ETHIOPIA,0,0,102000,6018536
DE,GERMANY,0,0,2500,149317
HK,HONG KONG,0,0,25000,875000
IN,INDIA,1508000,69783925,19408500,1057244086
ID,INDONESIA,151200,7153674,1724725,93643054
JP,JAPAN,50,4250,326375,17207775
KR,"KOREA,REPUBLIC OF",1000,55944,12975,782775
MY,MALAYSIA,20000,1077869,306365,16470960
MU,MAURITIUS,0,0,8000,440421
NP,NEPAL,0,0,34000,1702928
NG,NIGERIA,0,0,1020000,55820649
NO,NORWAY,0,0,2,6105
PK,PAKISTAN,0,0,3366375,182167321
PH,PHILIPPINES,0,0,262371,14744949
SG,SINGAPORE,5000,255957,14398,840299
LK,SRI LANKA,51000,2351150,1003000,55849184
SE,SWEDEN,4125,119064,4125,119064
SY,SYRIAN ARAB REPUBLIC,0,0,80000,4767003
TW,"TAIWAN, PROVINCE OF CHINA",0,0,20300,1072369
TR,TÜRKIYE,0,0,17000,1083034
US,UNITED STATES,19000,1007374,107000,6760135
VN,VIETNAM,68600,3250992,2368780,139141567
SUM,SUM,4584515,216902963,97001876,5253583851
