"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'FOB (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'FOB (Baht)')"
AU,AUSTRALIA,15000,1232004,30000,2497385
CN,CHINA,9671000,850435244,29032300,2512411140
IN,INDIA,1063000,101331368,3420000,332916993
ID,INDONESIA,247000,21374776,595000,53474171
IT,ITALY,0,0,48000,4833064
JP,JAPAN,0,0,9540,1331766
MY,MALAYSIA,119290,10852862,532300,51060215
MM,MYANMAR,365,61978,365,61978
PK,PAKISTAN,49000,4395905,81000,7304147
PH,PHILIPPINES,0,0,2000,204370
RU,RUSSIAN FEDERATION,0,0,144000,17880201
SG,SINGAPORE,200,14765,200,14765
TW,"TAIWAN, PROVINCE OF CHINA",17000,1442931,17000,1442931
TR,TÜRKIYE,48000,4617379,1512000,172762703
US,UNITED STATES,0,0,19000,1559159
VN,VIETNAM,102000,9947753,236000,22476032
SUM,SUM,11331855,1005706965,35678705,3182231020
