"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2014', 'Quantity')","('Aug 2014', 'FOB (Baht)')","('Jan - Aug 2014', 'Quantity')","('Jan - Aug 2014', 'FOB (Baht)')"
AU,AUSTRALIA,30000,3153983,157000,17109124
BD,BANGLADESH,0,0,16925,2092930
BE,BELGIUM,0,0,107,3444
BR,BRAZIL,0,0,14225,1420686
CN,CHINA,81100,7025987,1809680,136530979
CI,COTE D IVOIRE,0,0,32500,975644
EG,EGYPT,0,0,2800,528380
GH,GHANA,0,0,76000,2349395
GN,GUINEA,0,0,32500,973540
GW,GUINEA-BISSAU,0,0,32500,973540
HK,HONG KONG,1300,145591,7575,797688
IN,INDIA,136525,13760860,3235377,267884134
ID,INDONESIA,13400,1499563,110376,11959061
IT,ITALY,0,0,100,10000
JP,JAPAN,104075,2804560,711724,41719575
KE,KENYA,0,0,32500,1094085
KP,KOREA DPR,0,0,500,26098
KR,"KOREA,REPUBLIC OF",21400,940283,82926,7414508
LA,LAO PDR,0,0,170,16335
LU,LUXEMBOURG,0,0,2302,99017
MY,MALAYSIA,39500,4320642,110640,8635242
MM,MYANMAR,18290,865230,59915,3006655
NZ,NEW ZEALAND,0,0,0,32
PH,PHILIPPINES,41016,3942959,45380,5069440
SG,SINGAPORE,0,0,124137,7085958
ZA,SOUTH AFRICA,0,0,17000,545844
LK,SRI LANKA,0,0,6275,722045
TW,"TAIWAN, PROVINCE OF CHINA",44550,5858659,358268,38006155
GB,UNITED KINGDOM,0,0,8325,1788106
VN,VIETNAM,1841,215949,38383,2345813
SUM,SUM,532997,44534266,7126110,561183453
