"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2021', 'Quantity')","('Apr 2021', 'FOB (Baht)')","('Jan - Apr 2021', 'Quantity')","('Jan - Apr 2021', 'FOB (Baht)')"
AR,ARGENTINA,67500,5479351,299150,21702005
AU,AUSTRALIA,49460,4074192,223080,15681925
BD,BANGLADESH,45000,2322512,171000,6837812
BR,BRAZIL,0,0,2000,105216
KH,CAMBODIA,0,0,24600,1074179
CN,CHINA,5599657,101581788,24154593,404825713
DK,DENMARK,10000,545000,10000,545000
FJ,FIJI,0,0,17850,735910
DE,GERMANY,0,0,13000,46597
HK,HONG KONG,0,0,235200,1791916
IN,INDIA,168625,6006995,1015775,26132286
ID,INDONESIA,194300,8025571,489655,20082562
IT,ITALY,0,0,15,7680
JP,JAPAN,204526,7649326,604574,22481025
KR,"KOREA,REPUBLIC OF",500,23899,4588,313294
LA,LAO PDR,11500,679919,43050,2542928
MY,MALAYSIA,62463,6204572,242044,23574234
MM,MYANMAR,0,0,2500,226500
NP,NEPAL,0,0,24100,3525851
NZ,NEW ZEALAND,8820,700064,56575,4447659
PK,PAKISTAN,0,0,102825,6362326
PH,PHILIPPINES,121400,5188799,152400,7214300
PL,POLAND,104,177877,104,177877
SG,SINGAPORE,12000,1303898,53575,5606443
SK,SLOVAKIA,0,0,101,9731
SI,SLOVENIA,115350,3711194,621550,19179322
ZA,SOUTH AFRICA,2100,164191,22665,1739889
LK,SRI LANKA,0,0,85000,2213618
TW,"TAIWAN, PROVINCE OF CHINA",49750,1933084,482250,19630590
TR,TÜRKIYE,0,0,12000,658988
AE,UNITED ARAB EMIRATES,0,0,11350,732779
GB,UNITED KINGDOM,0,0,10,298
US,UNITED STATES,0,18,3602,1105028
UY,URUGUAY,0,0,600,98018
VN,VIETNAM,91980,6812131,389451,31525366
SUM,SUM,6815035,162584381,29570832,652934865
