"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'FOB (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'FOB (Baht)')"
AU,AUSTRALIA,391210,24459580,4287460,235158667
BD,BANGLADESH,193500,9701404,1062500,52872761
BE,BELGIUM,22500,1708068,1057500,66455519
KH,CAMBODIA,0,0,34300,2236754
CN,CHINA,40896707,3372742112,304989137,20305649060
FJ,FIJI,0,0,70000,3536195
FR,FRANCE,0,0,99000,5194639
HK,HONG KONG,19800,2225640,159400,15892134
IN,INDIA,1715400,150868705,15313060,1037993599
ID,INDONESIA,5216500,276334233,44780485,2290374655
IR,IRAN (ISLAMIC REPUBLIC OF),49500,2952386,148500,8702995
JP,JAPAN,6582950,401737553,45311475,2561567811
KZ,KAZAKHSTAN,0,0,79000,4155264
KR,"KOREA,REPUBLIC OF",790200,57834663,4038700,321179475
MY,MALAYSIA,317120,19121632,8242395,429333100
MM,MYANMAR,135000,6579373,1564450,73092047
NZ,NEW ZEALAND,204630,12008158,1845050,101961451
PK,PAKISTAN,80800,5716833,560300,33936678
PH,PHILIPPINES,1553000,78014582,7486925,369191251
PT,PORTUGAL,0,0,492000,25973162
RE,REUNION,0,0,2000,99280
RU,RUSSIAN FEDERATION,128000,6601557,431000,22799165
SG,SINGAPORE,237000,20249089,1290125,100316892
ZA,SOUTH AFRICA,16500,842737,33000,1527578
ES,SPAIN,0,0,50,2201
LK,SRI LANKA,500,26969,351000,17438381
TW,"TAIWAN, PROVINCE OF CHINA",848800,44666104,5237700,291599363
TR,TÜRKIYE,0,0,1017500,44748772
AE,UNITED ARAB EMIRATES,0,0,1000,48897
US,UNITED STATES,68350,5259500,195659,15292694
VN,VIETNAM,1188925,81675777,10788290,677501144
SUM,SUM,60656892,4581326655,460968961,29115831584
