"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'FOB (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'FOB (Baht)')"
AU,AUSTRALIA,2400,164223,2400,164223
BD,BANGLADESH,0,0,2500,155026
BN,BRUNEI DARUSSALAM,0,0,16000,882125
KH,CAMBODIA,0,0,500,38529
CN,CHINA,0,0,500,5138
HK,HONG KONG,500,44726,2794,213208
IN,INDIA,0,0,12049,846136
ID,INDONESIA,368000,19453684,3378700,174940070
JP,JAPAN,6110,732253,13285,2111006
KR,"KOREA,REPUBLIC OF",0,0,24100,1353445
MY,MALAYSIA,0,0,68100,5684099
TW,"TAIWAN, PROVINCE OF CHINA",300,4750,2850,122531
US,UNITED STATES,1000,142858,2005,288167
VN,VIETNAM,25000,704791,125000,3421219
SUM,SUM,403310,21247285,3650783,190224922
