"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2012', 'Quantity')","('Apr 2012', 'FOB (Baht)')","('Jan - Apr 2012', 'Quantity')","('Jan - Apr 2012', 'FOB (Baht)')"
AU,AUSTRALIA,156055,10114135,898670,61109518
AT,AUSTRIA,0,0,1030,38200
BD,BANGLADESH,297000,14878280,1069300,56422985
CN,CHINA,13071050,719110352,38780992,2066486017
DJ,DJIBOUTI,0,0,102000,3039229
FJ,FIJI,12750,688225,12750,688225
DE,GERMANY,0,0,2345,99477
HK,HONG KONG,333446,16069378,1303908,63192447
IN,INDIA,1485225,82776995,4287050,237418536
ID,INDONESIA,1477930,75532820,6561506,312520310
JP,JAPAN,1754400,96983278,5391071,332370099
KE,KENYA,0,0,17000,447886
KR,"KOREA,REPUBLIC OF",1495990,89397026,6650590,397321901
LA,LAO PDR,0,0,218150,6917635
LB,LEBANON,0,0,1500,188605
MY,MALAYSIA,3271325,163117427,11124225,506515628
ML,MALI,16000,292764,16000,292764
MU,MAURITIUS,16250,584766,16250,584766
MM,MYANMAR,0,0,2985,56940
NZ,NEW ZEALAND,125,72314,60725,6031545
PK,PAKISTAN,8800,505360,8800,505360
PE,PERU,0,0,288000,11706642
PH,PHILIPPINES,728950,35523110,4294595,186870844
SA,SAUDI ARABIA,0,0,2950,367758
SG,SINGAPORE,160859,9272699,882684,55912244
LK,SRI LANKA,19800,1209952,28600,1743050
TW,"TAIWAN, PROVINCE OF CHINA",611825,33679805,1713769,90950130
TR,TÜRKIYE,0,0,16000,634086
GB,UNITED KINGDOM,2,4208,3,4396
VN,VIETNAM,37050,2654123,264013,16540705
SUM,SUM,24954832,1352467017,84017461,4416977928
