"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'FOB (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'FOB (Baht)')"
ID,INDONESIA,0,0,330200,18498171
PH,PHILIPPINES,29300,2482094,146275,12577362
SUM,SUM,29300,2482094,476475,31075533
