"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2020', 'Quantity')","('Apr 2020', 'FOB (Baht)')","('Jan - Apr 2020', 'Quantity')","('Jan - Apr 2020', 'FOB (Baht)')"
AU,AUSTRALIA,1101150,41666056,3467400,129439478
BD,BANGLADESH,8800,531934,73150,3536955
BE,BELGIUM,0,0,22500,1244220
KH,CAMBODIA,49500,1035200,49500,1035200
CN,CHINA,42079040,1672878931,133968753,5484946025
DJ,DJIBOUTI,49500,1603949,49500,1603949
FJ,FIJI,0,0,28000,884089
HK,HONG KONG,8800,633236,129467,4607795
IN,INDIA,494650,23359050,3415300,153560325
ID,INDONESIA,7010610,242998574,24840560,864771640
JP,JAPAN,5609350,206005515,25956815,1000026761
KR,"KOREA,REPUBLIC OF",566000,30895209,2477490,114813307
MY,MALAYSIA,494625,16065592,2560440,95841172
MM,MYANMAR,151000,3155724,156000,3303670
NZ,NEW ZEALAND,512190,20320414,1781710,66544030
PK,PAKISTAN,0,0,139400,5286295
PH,PHILIPPINES,857250,26549202,3142175,98386530
SG,SINGAPORE,284900,14144990,1256700,62874238
LK,SRI LANKA,11000,398472,273000,9408907
TW,"TAIWAN, PROVINCE OF CHINA",851025,30827618,3121875,112584382
US,UNITED STATES,18750,1977002,129800,11384680
VN,VIETNAM,741875,26493079,2474175,114702194
SUM,SUM,60900015,2361539747,209513710,8340785842
