"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'FOB (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'FOB (Baht)')"
AU,AUSTRALIA,24300,3051596,1470400,114648808
BD,BANGLADESH,277350,17039781,2009069,122796477
BE,BELGIUM,554400,34422928,6315660,397881450
CA,CANADA,0,0,1875,10806
CN,CHINA,10111373,633034785,89591515,5442854182
ET,ETHIOPIA,0,0,170000,5031262
FJ,FIJI,0,0,22000,1181029
FR,FRANCE,1250,100492,1290,109088
GA,GABON,0,0,17000,526858
DE,GERMANY,0,0,150,6618
GH,GHANA,0,0,53000,1831588
HK,HONG KONG,92884,4900034,1440284,91678736
IN,INDIA,1607475,76774924,13783055,663205226
ID,INDONESIA,264840,17226408,3271953,209005359
JP,JAPAN,2569864,157830048,23505221,1442140810
KE,KENYA,0,0,49650,1730364
KR,"KOREA,REPUBLIC OF",1794250,123153209,16853820,1124068092
LA,LAO PDR,0,0,363377,10342762
MY,MALAYSIA,71055,5594752,1268430,84002580
MV,MALDIVES,0,0,49500,1776467
MU,MAURITIUS,0,0,34000,974668
MM,MYANMAR,0,0,270,24808
NL,NETHERLANDS,0,0,792000,65986466
NZ,NEW ZEALAND,30500,2384189,192110,14986345
PK,PAKISTAN,0,0,32175,1987317
PE,PERU,0,0,17000,657861
PH,PHILIPPINES,933800,49472777,6439600,343535204
PT,PORTUGAL,0,0,100,25067
RU,RUSSIAN FEDERATION,0,0,3510,683484
SA,SAUDI ARABIA,1375,89655,1375,89655
SG,SINGAPORE,87925,5821084,1355697,89157403
ES,SPAIN,0,0,2790,201495
LK,SRI LANKA,10,633,125502,7286588
CH,SWITZERLAND,0,0,750,3201
TW,"TAIWAN, PROVINCE OF CHINA",473950,29750860,3843220,237968132
TZ,TANZANIA UNITED REPUBLIC OF,68000,2207816,153000,5008626
AE,UNITED ARAB EMIRATES,0,0,38,128
US,UNITED STATES,0,0,2270300,161816844
VN,VIETNAM,314150,22742991,3188892,221490876
SUM,SUM,19278751,1185598962,178689578,10866712730
