"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'FOB (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'FOB (Baht)')"
CN,CHINA,0,0,16300,911372
HK,HONG KONG,1200,78888,5025,309502
ID,INDONESIA,46000,6914971,121800,17070477
JP,JAPAN,0,0,2175,160637
LA,LAO PDR,14500,622250,101500,4551000
PH,PHILIPPINES,12000,889864,80000,4492792
ZA,SOUTH AFRICA,0,0,6050,430707
US,UNITED STATES,0,0,675,54392
VN,VIETNAM,44000,2316576,247775,14137805
SUM,SUM,117700,10822549,581300,42118684
