"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2012', 'Quantity')","('Aug 2012', 'FOB (Baht)')","('Jan - Aug 2012', 'Quantity')","('Jan - Aug 2012', 'FOB (Baht)')"
CN,CHINA,125,13220,10375,1159280
ID,INDONESIA,51000,4110418,419550,25808856
JP,JAPAN,550,113792,22100,1702320
KR,"KOREA,REPUBLIC OF",0,0,3500,115152
MY,MALAYSIA,0,0,25,7528
MX,MEXICO,0,0,50,2484
ZA,SOUTH AFRICA,21000,1564303,36700,2696819
US,UNITED STATES,0,0,12325,1492755
VN,VIETNAM,700,288165,1325,540460
SUM,SUM,73375,6089898,505950,33525654
