"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2017', 'Quantity')","('Mar 2017', 'FOB (Baht)')","('Jan - Mar 2017', 'Quantity')","('Jan - Mar 2017', 'FOB (Baht)')"
AT,AUSTRIA,0,0,650,22782
BD,BANGLADESH,0,0,6000,280635
BN,BRUNEI DARUSSALAM,5000,225682,15000,646286
IN,INDIA,200,16510,200,16510
ID,INDONESIA,456000,20859298,1275800,58871194
JP,JAPAN,1400,70087,1425,70978
KR,"KOREA,REPUBLIC OF",0,0,17000,606005
MY,MALAYSIA,0,0,8000,527473
PK,PAKISTAN,0,0,22175,2015257
AE,UNITED ARAB EMIRATES,0,0,100,3941
US,UNITED STATES,300,47028,300,47028
VN,VIETNAM,0,0,3650,332290
SUM,SUM,462900,21218605,1350300,63440379
