"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2014', 'Quantity')","('May 2014', 'FOB (Baht)')","('Jan - May 2014', 'Quantity')","('Jan - May 2014', 'FOB (Baht)')"
CN,CHINA,0,0,344500,9517309
FR,FRANCE,0,0,5,326
DE,GERMANY,0,0,169,3745
HK,HONG KONG,105,3201,105,3201
IN,INDIA,93250,2742883,93550,2870991
ID,INDONESIA,2400,183654,6400,519196
MM,MYANMAR,0,0,500,7200
PH,PHILIPPINES,0,0,18225,562127
SUM,SUM,95755,2929738,463454,13484095
