"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'FOB (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'FOB (Baht)')"
IN,INDIA,0,0,23450,2802486
JP,JAPAN,394,216404,779,413955
PH,PHILIPPINES,45,16,45,16
SUM,SUM,439,216420,24274,3216457
