"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2012', 'Quantity')","('Mar 2012', 'FOB (Baht)')","('Jan - Mar 2012', 'Quantity')","('Jan - Mar 2012', 'FOB (Baht)')"
AU,AUSTRALIA,31500,1015589,61500,1876547
BD,BANGLADESH,0,0,68480,3064575
BE,BELGIUM,0,0,500,31279
CN,CHINA,500,37242,12975,907128
DJ,DJIBOUTI,0,0,34000,1531031
HK,HONG KONG,7000,346217,7000,346217
ID,INDONESIA,48000,2923593,130500,7450745
JP,JAPAN,175,38290,49318,2843064
KR,"KOREA,REPUBLIC OF",0,0,50,4187
MY,MALAYSIA,16500,797527,17500,834527
MM,MYANMAR,0,0,200,17244
PK,PAKISTAN,0,0,50,4953
PH,PHILIPPINES,75,6410,51075,2312709
TW,"TAIWAN, PROVINCE OF CHINA",0,30,0,30
VN,VIETNAM,103448,7545588,259768,18306946
SUM,SUM,207198,12710486,692916,39531182
