"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2022', 'Quantity')","('Feb 2022', 'FOB (Baht)')","('Jan - Feb 2022', 'Quantity')","('Jan - Feb 2022', 'FOB (Baht)')"
AU,AUSTRALIA,548000,25535586,1784375,85226901
BD,BANGLADESH,491600,20007129,509600,20704491
KH,CAMBODIA,584875,29231036,1378750,67119508
CM,CAMEROON,0,0,25500,1300533
CA,CANADA,144000,6570132,240000,11088162
CL,CHILE,408000,20322871,408000,20322871
CN,CHINA,11043725,456340918,22277275,901223285
CG,CONGO,0,0,25000,1141169
CI,COTE D IVOIRE,13500,680023,13500,680023
CY,CYPRUS,23875,1100495,23875,1100495
EC,ECUADOR,51000,2623455,51000,2623455
FJ,FIJI,31400,1669777,45550,2485405
FR,FRANCE,0,0,191950,10577335
PF,FRENCH POLYNESIA,54000,2516975,54000,2516975
GM,GAMBIA,51000,2561288,51000,2561288
DE,GERMANY,449950,24277873,907481,45794601
GH,GHANA,0,0,102000,5607554
GR,GREECE,24000,1150262,168000,8522685
IN,INDIA,419700,19600864,735850,37515969
ID,INDONESIA,287000,13041202,855500,37873695
IL,ISRAEL,202925,11163103,482425,27168851
JP,JAPAN,170500,8559868,537500,25857437
KZ,KAZAKHSTAN,0,0,140000,6034701
KR,"KOREA,REPUBLIC OF",295000,14396881,320000,16893295
KW,KUWAIT,0,0,24750,1092648
LA,LAO PDR,30000,913061,96500,3461803
LT,LITHUANIA,24000,1527390,24000,1527390
MG,MADAGASCAR,0,0,65950,3641294
MY,MALAYSIA,1695100,72967900,3089600,135704664
MU,MAURITIUS,134000,7811834,272450,16081088
MX,MEXICO,105000,4760682,105000,4760682
MZ,MOZAMBIQUE,0,0,14200,911336
MM,MYANMAR,1025000,42928121,1600750,68661811
NL,NETHERLANDS,67000,3688825,111000,6437116
NC,NEW CALEDONIA,13750,645820,27250,1298036
NZ,NEW ZEALAND,1163500,51445271,1940300,87870650
NG,NIGERIA,0,0,663000,16125966
PK,PAKISTAN,385125,15481412,425825,17201644
PE,PERU,51000,2360942,51000,2360942
PH,PHILIPPINES,262000,11585289,552000,23699633
PL,POLAND,49500,2259468,49500,2259468
QA,QATAR,158400,6707359,455900,19981193
RE,REUNION,27000,1494980,78000,4342729
SN,SENEGAL,54700,2695933,132700,6905170
SC,SEYCHELLES,9875,588730,9875,588730
SG,SINGAPORE,12000,1196843,12000,1196843
SB,SOLOMON ISLANDS,0,0,14200,818510
SO,SOMALIA,0,0,105600,4679559
ZA,SOUTH AFRICA,0,0,165000,7613174
LK,SRI LANKA,158000,7018301,237800,10633554
TW,"TAIWAN, PROVINCE OF CHINA",105000,5897559,241000,12626023
TZ,TANZANIA UNITED REPUBLIC OF,0,0,26000,1516171
TO,TONGA,28350,1573011,28350,1573011
TT,TRINIDAD AND TOBAGO,306000,16111646,510000,26673432
TR,TÜRKIYE,14200,792381,39700,2262240
UA,UKRAINE,129000,5807058,359800,16238783
AE,UNITED ARAB EMIRATES,105000,4566694,254800,11063090
GB,UNITED KINGDOM,198000,8574094,297000,12859758
US,UNITED STATES,0,0,14875,872286
VN,VIETNAM,1357650,61827024,2023850,90568611
SUM,SUM,22962200,1004577366,45447656,1968049722
