"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'FOB (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'FOB (Baht)')"
AU,AUSTRALIA,250,59922,250,59922
BD,BANGLADESH,0,0,14000,724417
KH,CAMBODIA,0,0,15,1000
CN,CHINA,1229047,10891138,3863419,28695633
DO,DOMINICAN REPUBLIC,23000,1064637,23000,1064637
IN,INDIA,80000,2710185,278000,9818732
KR,"KOREA,REPUBLIC OF",0,0,225567,1353712
LA,LAO PDR,525,52500,713,65615
MM,MYANMAR,0,0,184,307000
RE,REUNION,0,0,80,5250
SG,SINGAPORE,0,0,2,3964
VN,VIETNAM,0,0,28000,1327649
SUM,SUM,1332822,14778382,4433230,43427531
