"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2013', 'Quantity')","('Mar 2013', 'FOB (Baht)')","('Jan - Mar 2013', 'Quantity')","('Jan - Mar 2013', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,0,39
FR,FRANCE,5,296,5,326
DE,GERMANY,500,3944,500,3944
ID,INDONESIA,375,18383,375,18383
NL,NETHERLANDS,0,0,23,75628
PK,PAKISTAN,0,0,1,60
SG,SINGAPORE,9,77297,9,77297
TW,"TAIWAN, PROVINCE OF CHINA",0,0,0,295
AE,UNITED ARAB EMIRATES,0,0,0,60
US,UNITED STATES,0,58,0,58
SUM,SUM,889,99978,913,176090
