"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'FOB (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'FOB (Baht)')"
ID,INDONESIA,0,0,16950,844093
JP,JAPAN,0,0,1906,226653
MM,MYANMAR,845,22906,845,22906
VN,VIETNAM,0,0,8000,623281
SUM,SUM,845,22906,27701,1716933
