"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2019', 'Quantity')","('Feb 2019', 'FOB (Baht)')","('Jan - Feb 2019', 'Quantity')","('Jan - Feb 2019', 'FOB (Baht)')"
BD,BANGLADESH,0,0,3000,168672
BN,BRUNEI DARUSSALAM,10000,419648,10000,419648
CN,CHINA,81001,1631954,81001,1631954
IN,INDIA,16000,950003,33000,2000374
ID,INDONESIA,300,23264,300,23264
JP,JAPAN,1225,79381,1525,89113
KR,"KOREA,REPUBLIC OF",0,0,75,13492
LA,LAO PDR,30000,1206818,30000,1206818
TW,"TAIWAN, PROVINCE OF CHINA",0,0,375,59603
TR,TÜRKIYE,10200,789896,20400,1597186
US,UNITED STATES,12025,960374,12025,960374
VN,VIETNAM,42200,1906959,42200,1906959
SUM,SUM,202951,7968297,233901,10077457
