"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'FOB (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,150,164100
CN,CHINA,0,0,277200,10212967
IN,INDIA,25500,966968,27156,2023168
LA,LAO PDR,1750,87500,2093,108775
MY,MALAYSIA,21127,1104777,243965,12796371
TW,"TAIWAN, PROVINCE OF CHINA",0,0,7700,470653
AE,UNITED ARAB EMIRATES,0,0,49500,1867388
SUM,SUM,48377,2159245,607764,27643422
